counterparty_id,date,sanctions_signal,media_signal,transaction_signal,kyc_signal,composite_risk_score,deterioration_pattern
CP-SYN-000,2026-03-24,0.0755,0.1128,0.0443,0.2951,0.1115,baseline
CP-SYN-000,2026-03-25,0.0,0.1526,0.1434,0.2335,0.1018,baseline
CP-SYN-000,2026-03-26,0.066,0.0919,0.0753,0.4023,0.1248,baseline
CP-SYN-000,2026-03-27,0.0563,0.2232,0.1852,0.4297,0.1798,baseline
CP-SYN-000,2026-03-28,0.0237,0.3054,0.0692,0.2982,0.1444,baseline
CP-SYN-000,2026-03-29,0.0505,0.2858,0.0435,0.3452,0.1521,baseline
CP-SYN-000,2026-03-30,0.0657,0.2649,0.0895,0.4003,0.1705,baseline
CP-SYN-000,2026-03-31,0.0287,0.2918,0.1176,0.16,0.1319,baseline
CP-SYN-000,2026-04-01,0.0622,0.2143,0.0822,0.2264,0.1289,baseline
CP-SYN-000,2026-04-02,0.0428,0.0846,0.1845,0.1872,0.1033,baseline
CP-SYN-000,2026-04-03,0.0302,0.2916,0.1293,0.372,0.1666,baseline
CP-SYN-000,2026-04-04,0.0955,0.175,0.0477,0.3844,0.1492,baseline
CP-SYN-000,2026-04-05,0.0739,0.1738,0.0367,0.4239,0.1439,baseline
CP-SYN-000,2026-04-06,0.0673,0.0901,0.139,0.1559,0.1006,baseline
CP-SYN-000,2026-04-07,0.0355,0.1101,0.0681,0.2167,0.0879,baseline
CP-SYN-000,2026-04-08,0.0316,0.2579,0.1147,0.3629,0.1545,baseline
CP-SYN-000,2026-04-09,0.0828,0.1702,0.104,0.3538,0.1495,baseline
CP-SYN-000,2026-04-10,0.1012,0.2719,0.1691,0.4019,0.2026,baseline
CP-SYN-000,2026-04-11,0.0817,0.0572,0.144,0.3213,0.124,baseline
CP-SYN-000,2026-04-12,0.0516,0.1578,0.0787,0.3416,0.1271,baseline
CP-SYN-000,2026-04-13,0.0752,0.0802,0.1109,0.2439,0.1089,baseline
CP-SYN-000,2026-04-14,0.0215,0.2314,0.0836,0.2341,0.1183,baseline
CP-SYN-000,2026-04-15,0.0269,0.2225,0.0995,0.1908,0.1149,baseline
CP-SYN-000,2026-04-16,0.0248,0.1854,0.1203,0.195,0.1096,baseline
CP-SYN-000,2026-04-17,0.0646,0.1341,0.2364,0.2059,0.1375,baseline
CP-SYN-000,2026-04-18,0.0263,0.2155,0.0549,0.3828,0.1328,baseline
CP-SYN-000,2026-04-19,0.104,0.169,0.1086,0.2482,0.1428,baseline
CP-SYN-000,2026-04-20,0.05,0.3145,0.1447,0.2096,0.159,baseline
CP-SYN-000,2026-04-21,0.0964,0.293,0.1243,0.2341,0.1718,baseline
CP-SYN-000,2026-04-22,0.052,0.1364,0.1234,0.2684,0.1198,baseline
CP-SYN-000,2026-04-23,0.0,0.2741,0.1096,0.4078,0.1516,baseline
CP-SYN-000,2026-04-24,0.0459,0.2151,0.1558,0.3388,0.1541,baseline
CP-SYN-000,2026-04-25,0.0586,0.4572,0.0915,0.3169,0.2036,baseline
CP-SYN-000,2026-04-26,0.102,0.1356,0.048,0.1568,0.1078,baseline
CP-SYN-000,2026-04-27,0.066,0.2501,0.1371,0.1646,0.141,baseline
CP-SYN-000,2026-04-28,0.0802,0.2958,0.0951,0.3033,0.1705,baseline
CP-SYN-000,2026-04-29,0.0703,0.2294,0.1321,0.1914,0.1406,baseline
CP-SYN-000,2026-04-30,0.0448,0.103,0.1316,0.353,0.1229,baseline
CP-SYN-000,2026-05-01,0.047,0.2237,0.0222,0.3858,0.1371,baseline
CP-SYN-000,2026-05-02,0.036,0.2103,0.1558,0.2243,0.1318,baseline
CP-SYN-000,2026-05-03,0.0859,0.2099,0.1014,0.3556,0.1605,baseline
CP-SYN-000,2026-05-04,0.0126,0.2475,0.1031,0.4036,0.1481,baseline
CP-SYN-000,2026-05-05,0.0435,0.1709,0.1185,0.2941,0.1279,baseline
CP-SYN-000,2026-05-06,0.0148,0.1845,0.1634,0.2907,0.1283,baseline
CP-SYN-000,2026-05-07,0.0239,0.2573,0.0073,0.088,0.0885,baseline
CP-SYN-000,2026-05-08,0.0499,0.2145,0.111,0.2107,0.1274,baseline
CP-SYN-000,2026-05-09,0.0455,0.0881,0.111,0.1385,0.0832,baseline
CP-SYN-000,2026-05-10,0.0455,0.2209,0.0122,0.2477,0.113,baseline
CP-SYN-000,2026-05-11,0.0736,0.3239,0.0248,0.334,0.1655,baseline
CP-SYN-000,2026-05-12,0.0129,0.0924,0.1798,0.3668,0.1192,baseline
CP-SYN-000,2026-05-13,0.0259,0.2175,0.1321,0.3181,0.1389,baseline
CP-SYN-000,2026-05-14,0.1174,0.2485,0.0,0.271,0.1497,baseline
CP-SYN-000,2026-05-15,0.0279,0.1837,0.1007,0.2349,0.1124,baseline
CP-SYN-001,2025-05-16,0.0175,0.3091,0.1299,0.2329,0.1452,baseline
CP-SYN-001,2025-05-17,0.0704,0.254,0.1634,0.1945,0.1535,baseline
CP-SYN-001,2025-05-18,0.0734,0.1514,0.1578,0.2808,0.1409,baseline
CP-SYN-001,2025-05-19,0.0,0.2028,0.0108,0.2783,0.0946,baseline
CP-SYN-001,2025-05-20,0.0483,0.1679,0.0257,0.1884,0.0947,baseline
CP-SYN-001,2025-05-21,0.0247,0.1802,0.1644,0.3709,0.1434,baseline
CP-SYN-001,2025-05-22,0.0358,0.3019,0.0316,0.3685,0.1514,baseline
CP-SYN-001,2025-05-23,0.0447,0.2189,0.1319,0.232,0.1338,baseline
CP-SYN-001,2025-05-24,0.074,0.1993,0.2206,0.2696,0.164,baseline
CP-SYN-001,2025-05-25,0.0881,0.2518,0.0413,0.4361,0.1718,baseline
CP-SYN-001,2025-05-26,0.0182,0.0214,0.1427,0.4069,0.1022,baseline
CP-SYN-001,2025-05-27,0.0516,0.1791,0.1792,0.3712,0.1569,baseline
CP-SYN-001,2025-05-28,0.0303,0.2585,0.0378,0.2441,0.1209,baseline
CP-SYN-001,2025-05-29,0.0185,0.024,0.0411,0.4222,0.0849,baseline
CP-SYN-001,2025-05-30,0.0171,0.156,0.042,0.3866,0.1122,baseline
CP-SYN-001,2025-05-31,0.05,0.2393,0.0947,0.1829,0.1262,baseline
CP-SYN-001,2025-06-01,0.0208,0.267,0.0971,0.3774,0.1511,baseline
CP-SYN-001,2025-06-02,0.0,0.2888,0.0753,0.5173,0.1649,baseline
CP-SYN-001,2025-06-03,0.0347,0.2023,0.133,0.2124,0.1229,baseline
CP-SYN-001,2025-06-04,0.0762,0.1484,0.1645,0.3793,0.1574,baseline
CP-SYN-001,2025-06-05,0.0649,0.1421,0.0895,0.33,0.1289,baseline
CP-SYN-001,2025-06-06,0.0,0.1559,0.1469,0.1732,0.0943,baseline
CP-SYN-001,2025-06-07,0.0884,0.1497,0.1162,0.1852,0.1238,baseline
CP-SYN-001,2025-06-08,0.0645,0.237,0.1568,0.4354,0.1817,baseline
CP-SYN-001,2025-06-09,0.0876,0.2167,0.0387,0.4324,0.1618,baseline
CP-SYN-001,2025-06-10,0.0109,0.1649,0.1369,0.3444,0.1246,baseline
CP-SYN-001,2025-06-11,0.0978,0.1997,0.0155,0.2725,0.133,baseline
CP-SYN-001,2025-06-12,0.0552,0.172,0.1706,0.2752,0.1405,baseline
CP-SYN-001,2025-06-13,0.0069,0.2373,0.0426,0.47,0.1411,baseline
CP-SYN-001,2025-06-14,0.0581,0.0877,0.154,0.5369,0.1565,baseline
CP-SYN-001,2025-06-15,0.0,0.2722,0.1242,0.3176,0.1405,baseline
CP-SYN-001,2025-06-16,0.0603,0.2394,0.0653,0.4411,0.1632,baseline
CP-SYN-001,2025-06-17,0.0095,0.3567,0.1764,0.1814,0.1555,baseline
CP-SYN-001,2025-06-18,0.0498,0.3136,0.0755,0.2838,0.156,baseline
CP-SYN-001,2025-06-19,0.0379,0.2934,0.0696,0.299,0.1473,baseline
CP-SYN-001,2025-06-20,0.0662,0.1834,0.0567,0.1658,0.1085,baseline
CP-SYN-001,2025-06-21,0.0045,0.1056,0.014,0.2273,0.0651,baseline
CP-SYN-001,2025-06-22,0.059,0.2043,0.0587,0.1982,0.1161,baseline
CP-SYN-001,2025-06-23,0.0202,0.089,0.0382,0.3714,0.0937,baseline
CP-SYN-001,2025-06-24,0.0079,0.2014,0.0691,0.5428,0.1487,baseline
CP-SYN-001,2025-06-25,0.0,0.2155,0.0833,0.2229,0.104,baseline
CP-SYN-001,2025-06-26,0.0595,0.2124,0.0466,0.3426,0.1376,baseline
CP-SYN-001,2025-06-27,0.0617,0.3048,0.0695,0.447,0.1818,baseline
CP-SYN-001,2025-06-28,0.0441,0.0419,0.1262,0.2918,0.0971,baseline
CP-SYN-001,2025-06-29,0.0235,0.2747,0.0764,0.4017,0.1536,baseline
CP-SYN-001,2025-06-30,0.0475,0.26,0.134,0.3473,0.1629,baseline
CP-SYN-001,2025-07-01,0.019,0.2736,0.1011,0.5002,0.1713,baseline
CP-SYN-001,2025-07-02,0.0644,0.2601,0.0618,0.2594,0.142,baseline
CP-SYN-001,2025-07-03,0.0529,0.1064,0.0415,0.2891,0.0994,baseline
CP-SYN-001,2025-07-04,0.0477,0.2162,0.1559,0.26,0.1433,baseline
CP-SYN-001,2025-07-05,0.0704,0.1884,0.0903,0.3257,0.1422,baseline
CP-SYN-001,2025-07-06,0.0,0.2053,0.0681,0.207,0.096,baseline
CP-SYN-001,2025-07-07,0.0,0.1646,0.0061,0.387,0.1004,baseline
CP-SYN-001,2025-07-08,0.0428,0.0654,0.0663,0.3755,0.1031,baseline
CP-SYN-001,2025-07-09,0.0322,0.1775,0.0815,0.2872,0.1166,baseline
CP-SYN-001,2025-07-10,0.0,0.1964,0.0721,0.5954,0.1528,baseline
CP-SYN-001,2025-07-11,0.0436,0.1636,0.1494,0.2844,0.1309,baseline
CP-SYN-001,2025-07-12,0.0576,0.1301,0.1778,0.2372,0.1267,baseline
CP-SYN-001,2025-07-13,0.0613,0.2906,0.0848,0.3,0.1591,baseline
CP-SYN-001,2025-07-14,0.0676,0.2546,0.0455,0.3181,0.1475,baseline
CP-SYN-001,2025-07-15,0.0216,0.1404,0.0676,0.4216,0.1205,baseline
CP-SYN-001,2025-07-16,0.0979,0.4084,0.0972,0.2159,0.1931,baseline
CP-SYN-001,2025-07-17,0.0209,0.3286,0.0231,0.2683,0.1354,baseline
CP-SYN-001,2025-07-18,0.033,0.34,0.0493,0.4102,0.1696,baseline
CP-SYN-001,2025-07-19,0.0894,0.1867,0.1233,0.1461,0.129,baseline
CP-SYN-001,2025-07-20,0.0474,0.1828,0.0,0.3415,0.1159,baseline
CP-SYN-001,2025-07-21,0.0607,0.0645,0.0294,0.2251,0.08,baseline
CP-SYN-001,2025-07-22,0.0341,0.1755,0.0521,0.1992,0.0978,baseline
CP-SYN-001,2025-07-23,0.0592,0.162,0.0947,0.277,0.1247,baseline
CP-SYN-001,2025-07-24,0.0637,0.1877,0.1431,0.3103,0.1476,baseline
CP-SYN-001,2025-07-25,0.0767,0.2998,0.027,0.3922,0.1698,baseline
CP-SYN-001,2025-07-26,0.1035,0.1222,0.0984,0.2643,0.1313,baseline
CP-SYN-001,2025-07-27,0.0632,0.2416,0.0665,0.4313,0.1637,baseline
CP-SYN-001,2025-07-28,0.0243,0.1889,0.1512,0.4953,0.1615,baseline
CP-SYN-001,2025-07-29,0.0346,0.2626,0.111,0.1418,0.123,baseline
CP-SYN-001,2025-07-30,0.0213,0.1036,0.0748,0.2583,0.0882,baseline
CP-SYN-001,2025-07-31,0.0508,0.3022,0.1211,0.5653,0.2049,baseline
CP-SYN-001,2025-08-01,0.0427,0.2631,0.1207,0.4507,0.1746,baseline
CP-SYN-001,2025-08-02,0.0386,0.2676,0.1815,0.2279,0.1528,baseline
CP-SYN-001,2025-08-03,0.0478,0.2403,0.0783,0.2125,0.1267,baseline
CP-SYN-001,2025-08-04,0.105,0.1816,0.1867,0.2492,0.1621,baseline
CP-SYN-001,2025-08-05,0.0438,0.2638,0.0897,0.2101,0.1329,baseline
CP-SYN-001,2025-08-06,0.0284,0.2218,0.0667,0.3088,0.1265,baseline
CP-SYN-001,2025-08-07,0.0,0.1554,0.091,0.2487,0.0943,baseline
CP-SYN-001,2025-08-08,0.0202,0.1293,0.1035,0.4487,0.1284,baseline
CP-SYN-001,2025-08-09,0.008,0.1779,0.1489,0.3334,0.1275,baseline
CP-SYN-001,2025-08-10,0.0472,0.1639,0.1007,0.2899,0.1235,baseline
CP-SYN-001,2025-08-11,0.0,0.1427,0.0025,0.4291,0.1006,baseline
CP-SYN-001,2025-08-12,0.0747,0.1369,0.1402,0.5449,0.1739,baseline
CP-SYN-001,2025-08-13,0.0313,0.3039,0.1181,0.2763,0.1536,baseline
CP-SYN-001,2025-08-14,0.0168,0.1555,0.0803,0.0684,0.0719,baseline
CP-SYN-001,2025-08-15,0.0659,0.1743,0.123,0.2581,0.1332,baseline
CP-SYN-001,2025-08-16,0.1399,0.0674,0.0533,0.3705,0.1391,baseline
CP-SYN-001,2025-08-17,0.1208,0.1206,0.1915,0.2083,0.148,baseline
CP-SYN-001,2025-08-18,0.0888,0.206,0.2115,0.4782,0.2011,baseline
CP-SYN-001,2025-08-19,0.0306,0.4349,0.0438,0.2686,0.17,baseline
CP-SYN-001,2025-08-20,0.1042,0.1412,0.0679,0.3131,0.1375,baseline
CP-SYN-001,2025-08-21,0.0636,0.231,0.0627,0.3197,0.1437,baseline
CP-SYN-001,2025-08-22,0.0691,0.3203,0.1164,0.1747,0.1572,baseline
CP-SYN-001,2025-08-23,0.0509,0.1504,0.166,0.1325,0.111,baseline
CP-SYN-001,2025-08-24,0.0668,0.1148,0.1636,0.3771,0.1447,baseline
CP-SYN-001,2025-08-25,0.0566,0.2404,0.0832,0.3676,0.1545,baseline
CP-SYN-001,2025-08-26,0.0485,0.2585,0.1029,0.0519,0.1124,baseline
CP-SYN-001,2025-08-27,0.0346,0.3214,0.1726,0.3105,0.1753,baseline
CP-SYN-001,2025-08-28,0.0462,0.1732,0.1315,0.3579,0.1418,baseline
CP-SYN-001,2025-08-29,0.0206,0.2529,0.1616,0.2045,0.1345,baseline
CP-SYN-001,2025-08-30,0.0444,0.2371,0.1361,0.2579,0.1429,baseline
CP-SYN-001,2025-08-31,0.0341,0.1629,0.1193,0.3429,0.1297,baseline
CP-SYN-001,2025-09-01,0.0494,0.0909,0.0455,0.3637,0.1061,baseline
CP-SYN-001,2025-09-02,0.0134,0.2181,0.082,0.2398,0.1122,baseline
CP-SYN-001,2025-09-03,0.0508,0.3341,0.1144,0.2704,0.1673,baseline
CP-SYN-001,2025-09-04,0.0058,0.241,0.1568,0.3607,0.148,baseline
CP-SYN-001,2025-09-05,0.085,0.2381,0.0348,0.2955,0.1448,baseline
CP-SYN-001,2025-09-06,0.0657,0.2577,0.0753,0.2937,0.1498,baseline
CP-SYN-001,2025-09-07,0.061,0.3017,0.1503,0.3646,0.1846,baseline
CP-SYN-001,2025-09-08,0.0619,0.118,0.045,0.2908,0.1069,baseline
CP-SYN-001,2025-09-09,0.0812,0.2316,0.1281,0.1498,0.1385,baseline
CP-SYN-001,2025-09-10,0.0062,0.2896,0.0983,0.1686,0.1198,baseline
CP-SYN-001,2025-09-11,0.0765,0.2206,0.2476,0.425,0.199,baseline
CP-SYN-001,2025-09-12,0.0604,0.1879,0.1116,0.2897,0.1369,baseline
CP-SYN-001,2025-09-13,0.0068,0.2742,0.1137,0.0245,0.0977,baseline
CP-SYN-001,2025-09-14,0.0309,0.1337,0.149,0.2956,0.1199,baseline
CP-SYN-001,2025-09-15,0.0946,0.0727,0.0462,0.4067,0.1263,baseline
CP-SYN-001,2025-09-16,0.0303,0.1153,0.0737,0.224,0.0893,baseline
CP-SYN-001,2025-09-17,0.0662,0.2895,0.0207,0.2709,0.1436,baseline
CP-SYN-001,2025-09-18,0.0504,0.2066,0.1417,0.312,0.1469,baseline
CP-SYN-001,2025-09-19,0.0326,0.111,0.0088,0.2629,0.082,baseline
CP-SYN-001,2025-09-20,0.0504,0.2737,0.0811,0.5324,0.1847,baseline
CP-SYN-001,2025-09-21,0.0477,0.1613,0.119,0.2029,0.1137,baseline
CP-SYN-001,2025-09-22,0.0563,0.0349,0.1338,0.3067,0.104,baseline
CP-SYN-001,2025-09-23,0.0563,0.2124,0.0363,0.2101,0.1144,baseline
CP-SYN-001,2025-09-24,0.097,0.2396,0.0701,0.3421,0.164,baseline
CP-SYN-001,2025-09-25,0.0622,0.3564,0.1555,0.3411,0.1963,baseline
CP-SYN-001,2025-09-26,0.0365,0.3427,0.0949,0.2129,0.1512,baseline
CP-SYN-001,2025-09-27,0.0134,0.131,0.0818,0.3765,0.1109,baseline
CP-SYN-001,2025-09-28,0.0774,0.2921,0.1076,0.3831,0.183,baseline
CP-SYN-001,2025-09-29,0.1178,0.2728,0.1801,0.1489,0.1737,baseline
CP-SYN-001,2025-09-30,0.0277,0.1399,0.0,0.3074,0.0922,baseline
CP-SYN-001,2025-10-01,0.0918,0.1572,0.1098,0.2146,0.1301,baseline
CP-SYN-001,2025-10-02,0.0352,0.2228,0.0402,0.4174,0.1405,baseline
CP-SYN-001,2025-10-03,0.0,0.2258,0.0754,0.4489,0.1389,baseline
CP-SYN-001,2025-10-04,0.0729,0.0333,0.0,0.1999,0.0674,baseline
CP-SYN-001,2025-10-05,0.0349,0.1849,0.1015,0.3674,0.1356,baseline
CP-SYN-001,2025-10-06,0.009,0.056,0.1126,0.2639,0.0797,baseline
CP-SYN-001,2025-10-07,0.0469,0.1487,0.0913,0.4487,0.1415,baseline
CP-SYN-001,2025-10-08,0.0013,0.102,0.1321,0.4567,0.1209,baseline
CP-SYN-001,2025-10-09,0.0438,0.099,0.0,0.3261,0.0912,baseline
CP-SYN-001,2025-10-10,0.0125,0.374,0.2171,0.3226,0.1903,baseline
CP-SYN-001,2025-10-11,0.0646,0.1906,0.1571,0.2997,0.1498,baseline
CP-SYN-001,2025-10-12,0.0519,0.3088,0.1313,0.5131,0.2012,baseline
CP-SYN-001,2025-10-13,0.0009,0.1556,0.0548,0.3842,0.1078,baseline
CP-SYN-001,2025-10-14,0.0352,0.2482,0.0416,0.2906,0.128,baseline
CP-SYN-001,2025-10-15,0.1189,0.3311,0.0061,0.3365,0.182,baseline
CP-SYN-001,2025-10-16,0.0748,0.1605,0.0449,0.3662,0.134,baseline
CP-SYN-001,2025-10-17,0.053,0.2442,0.0921,0.5331,0.1806,baseline
CP-SYN-001,2025-10-18,0.0226,0.1603,0.1257,0.3732,0.1302,baseline
CP-SYN-001,2025-10-19,0.0086,0.3038,0.0271,0.3006,0.1299,baseline
CP-SYN-001,2025-10-20,0.0408,0.1434,0.1567,0.0653,0.0933,baseline
CP-SYN-001,2025-10-21,0.0281,0.1278,0.1437,0.455,0.1402,baseline
CP-SYN-001,2025-10-22,0.0733,0.3116,0.0,0.3164,0.1547,baseline
CP-SYN-001,2025-10-23,0.0085,0.17,0.1122,0.3095,0.1148,baseline
CP-SYN-001,2025-10-24,0.0913,0.0417,0.0582,0.1519,0.0814,baseline
CP-SYN-001,2025-10-25,0.0008,0.2805,0.1091,0.4557,0.1606,baseline
CP-SYN-001,2025-10-26,0.0856,0.2055,0.0515,0.3992,0.1558,baseline
CP-SYN-001,2025-10-27,0.0293,0.104,0.0425,0.3122,0.093,baseline
CP-SYN-001,2025-10-28,0.088,0.2042,0.1612,0.3091,0.1649,baseline
CP-SYN-001,2025-10-29,0.0372,0.4177,0.1911,0.3197,0.2055,baseline
CP-SYN-001,2025-10-30,0.025,0.0713,0.1201,0.2744,0.093,baseline
CP-SYN-001,2025-10-31,0.064,0.2258,0.1218,0.4142,0.1686,baseline
CP-SYN-001,2025-11-01,0.0594,0.1421,0.0615,0.3583,0.1253,baseline
CP-SYN-001,2025-11-02,0.0178,0.2575,0.1357,0.2956,0.143,baseline
CP-SYN-001,2025-11-03,0.0266,0.0579,0.0438,0.1374,0.0545,baseline
CP-SYN-001,2025-11-04,0.0508,0.1646,0.054,0.3873,0.1304,baseline
CP-SYN-001,2025-11-05,0.0539,0.2038,0.1279,0.4036,0.1586,baseline
CP-SYN-001,2025-11-06,0.0019,0.2565,0.0096,0.2206,0.0999,baseline
CP-SYN-001,2025-11-07,0.0804,0.2553,0.1332,0.3182,0.1703,baseline
CP-SYN-001,2025-11-08,0.0924,0.0767,0.0847,0.3047,0.1188,baseline
CP-SYN-001,2025-11-09,0.1111,0.2821,0.1519,0.2239,0.1789,baseline
CP-SYN-001,2025-11-10,0.1175,0.2377,0.0497,0.5345,0.1966,baseline
CP-SYN-001,2025-11-11,0.0072,0.1305,0.0883,0.202,0.0835,baseline
CP-SYN-001,2025-11-12,0.0658,0.2221,0.1057,0.4894,0.1764,baseline
CP-SYN-001,2025-11-13,0.001,0.3093,0.0588,0.4462,0.1564,baseline
CP-SYN-001,2025-11-14,0.1072,0.3841,0.0905,0.1837,0.1845,baseline
CP-SYN-001,2025-11-15,0.0598,0.1957,0.0119,0.3736,0.1313,baseline
CP-SYN-001,2025-11-16,0.0223,0.3154,0.1483,0.2719,0.1582,baseline
CP-SYN-001,2025-11-17,0.0511,0.1806,0.0771,0.6098,0.1725,baseline
CP-SYN-001,2025-11-18,0.0219,0.2044,0.1496,0.2616,0.129,baseline
CP-SYN-001,2025-11-19,0.0311,0.0937,0.1596,0.3712,0.1235,baseline
CP-SYN-001,2025-11-20,0.0641,0.0793,0.1252,0.3285,0.1198,baseline
CP-SYN-001,2025-11-21,0.0399,0.0899,0.0972,0.2129,0.0898,baseline
CP-SYN-001,2025-11-22,0.0524,0.2051,0.0831,0.3882,0.1471,baseline
CP-SYN-001,2025-11-23,0.048,0.2423,0.1209,0.4008,0.1641,baseline
CP-SYN-001,2025-11-24,0.0211,0.1724,0.1461,0.3154,0.128,baseline
CP-SYN-001,2025-11-25,0.0838,0.2596,0.0778,0.3881,0.1722,baseline
CP-SYN-001,2025-11-26,0.0423,0.2765,0.1927,0.4092,0.186,baseline
CP-SYN-001,2025-11-27,0.1187,0.0759,0.0726,0.2734,0.122,baseline
CP-SYN-001,2025-11-28,0.038,0.2298,0.0816,0.4106,0.1506,baseline
CP-SYN-001,2025-11-29,0.0795,0.2331,0.0494,0.3547,0.1532,baseline
CP-SYN-001,2025-11-30,0.0702,0.2283,0.1015,0.44,0.1715,baseline
CP-SYN-001,2025-12-01,0.0335,0.1707,0.1334,0.3531,0.1357,baseline
CP-SYN-001,2025-12-02,0.0756,0.1773,0.0343,0.1762,0.1078,baseline
CP-SYN-001,2025-12-03,0.037,0.2634,0.1396,0.1184,0.1263,baseline
CP-SYN-001,2025-12-04,0.066,0.193,0.0479,0.5191,0.1621,baseline
CP-SYN-001,2025-12-05,0.0579,0.2662,0.2284,0.2419,0.1717,baseline
CP-SYN-001,2025-12-06,0.0381,0.3191,0.0346,0.3074,0.1481,baseline
CP-SYN-001,2025-12-07,0.0514,0.2776,0.1203,0.2087,0.1453,baseline
CP-SYN-001,2025-12-08,0.0792,0.2676,0.0474,0.2312,0.1427,baseline
CP-SYN-001,2025-12-09,0.0342,0.1081,0.1532,0.2676,0.1115,baseline
CP-SYN-001,2025-12-10,0.0417,0.117,0.0803,0.4485,0.1292,baseline
CP-SYN-001,2025-12-11,0.0724,0.0706,0.0505,0.3636,0.1113,baseline
CP-SYN-001,2025-12-12,0.0351,0.1557,0.057,0.1669,0.0894,baseline
CP-SYN-001,2025-12-13,0.0529,0.1696,0.157,0.2933,0.1389,baseline
CP-SYN-001,2025-12-14,0.021,0.2555,0.1673,0.2264,0.1397,baseline
CP-SYN-001,2025-12-15,0.0,0.1617,0.0325,0.4642,0.1165,baseline
CP-SYN-001,2025-12-16,0.0084,0.1738,0.1737,0.3871,0.1396,baseline
CP-SYN-001,2025-12-17,0.0346,0.1374,0.0909,0.276,0.1078,baseline
CP-SYN-001,2025-12-18,0.0949,0.1876,0.0325,0.3986,0.1512,baseline
CP-SYN-001,2025-12-19,0.0811,0.1819,0.1386,0.3051,0.1514,baseline
CP-SYN-001,2025-12-20,0.0138,0.1935,0.0428,0.2366,0.0979,baseline
CP-SYN-001,2025-12-21,0.0218,0.2266,0.1093,0.168,0.1125,baseline
CP-SYN-001,2025-12-22,0.0224,0.1998,0.1232,0.3072,0.1296,baseline
CP-SYN-001,2025-12-23,0.0,0.303,0.1886,0.4584,0.1822,baseline
CP-SYN-001,2025-12-24,0.0663,0.2538,0.0673,0.3189,0.1513,baseline
CP-SYN-001,2025-12-25,0.0161,0.2097,0.0285,0.3585,0.1183,baseline
CP-SYN-001,2025-12-26,0.0394,0.2614,0.1091,0.254,0.141,baseline
CP-SYN-001,2025-12-27,0.0753,0.1061,0.0868,0.2462,0.1109,baseline
CP-SYN-001,2025-12-28,0.0723,0.194,0.1135,0.3525,0.153,baseline
CP-SYN-001,2025-12-29,0.0,0.1259,0.1058,0.4012,0.1128,baseline
CP-SYN-001,2025-12-30,0.0672,0.3049,0.0889,0.3101,0.1674,baseline
CP-SYN-001,2025-12-31,0.035,0.1651,0.0585,0.2457,0.1038,baseline
CP-SYN-001,2026-01-01,0.0443,0.1479,0.1013,0.1181,0.0927,baseline
CP-SYN-001,2026-01-02,0.0628,0.2142,0.1223,0.2537,0.1412,baseline
CP-SYN-001,2026-01-03,0.0348,0.2786,0.0923,0.4987,0.1768,baseline
CP-SYN-001,2026-01-04,0.0078,0.1802,0.0436,0.2213,0.0901,baseline
CP-SYN-001,2026-01-05,0.0263,0.1615,0.1391,0.1856,0.1066,baseline
CP-SYN-001,2026-01-06,0.0683,0.0847,0.0797,0.432,0.1292,baseline
CP-SYN-001,2026-01-07,0.0639,0.2218,0.1315,0.3576,0.1609,baseline
CP-SYN-001,2026-01-08,0.0688,0.3123,0.0481,0.2929,0.1592,baseline
CP-SYN-001,2026-01-09,0.0691,0.26,0.1279,0.4307,0.1828,baseline
CP-SYN-001,2026-01-10,0.035,0.092,0.1636,0.2999,0.1147,baseline
CP-SYN-001,2026-01-11,0.0335,0.2029,0.0784,0.4006,0.1399,baseline
CP-SYN-001,2026-01-12,0.0767,0.2249,0.127,0.3033,0.1578,baseline
CP-SYN-001,2026-01-13,0.0808,0.0109,0.0416,0.296,0.0878,baseline
CP-SYN-001,2026-01-14,0.0376,0.124,0.131,0.2022,0.1026,baseline
CP-SYN-001,2026-01-15,0.0565,0.2099,0.1029,0.2171,0.1282,baseline
CP-SYN-001,2026-01-16,0.0442,0.2982,0.1272,0.3963,0.1771,baseline
CP-SYN-001,2026-01-17,0.0476,0.0638,0.0767,0.2849,0.0931,baseline
CP-SYN-001,2026-01-18,0.089,0.2909,0.1212,0.2143,0.1647,baseline
CP-SYN-001,2026-01-19,0.0539,0.1791,0.0878,0.1766,0.1104,baseline
CP-SYN-001,2026-01-20,0.0639,0.1976,0.1402,0.1538,0.1261,baseline
CP-SYN-001,2026-01-21,0.0162,0.4917,0.056,0.3288,0.1899,baseline
CP-SYN-001,2026-01-22,0.0631,0.1214,0.1864,0.2934,0.1369,baseline
CP-SYN-001,2026-01-23,0.0545,0.3455,0.0604,0.2512,0.1579,baseline
CP-SYN-001,2026-01-24,0.0396,0.0902,0.1138,0.3473,0.1133,baseline
CP-SYN-001,2026-01-25,0.0555,0.2525,0.1433,0.3339,0.1641,baseline
CP-SYN-001,2026-01-26,0.0428,0.2976,0.0652,0.4396,0.1705,baseline
CP-SYN-001,2026-01-27,0.0442,0.2612,0.1913,0.0735,0.1323,baseline
CP-SYN-001,2026-01-28,0.0442,0.1677,0.1854,0.2593,0.1356,baseline
CP-SYN-001,2026-01-29,0.1319,0.0778,0.1175,0.2614,0.1349,baseline
CP-SYN-001,2026-01-30,0.0652,0.1548,0.0774,0.1177,0.0979,baseline
