counterparty_id,date,sanctions_signal,media_signal,transaction_signal,kyc_signal,composite_risk_score,deterioration_pattern
CP-SYN-007,2025-09-07,0.0757,0.19,0.1294,0.4423,0.17,gradual_sanctions_buildup
CP-SYN-007,2025-09-08,0.0239,0.1832,0.1521,0.3421,0.1371,gradual_sanctions_buildup
CP-SYN-007,2025-09-09,0.0655,0.2618,0.0667,0.274,0.1461,gradual_sanctions_buildup
CP-SYN-007,2025-09-10,0.0025,0.0672,0.0857,0.4832,0.1074,gradual_sanctions_buildup
CP-SYN-007,2025-09-11,0.0769,0.1218,0.076,0.4315,0.1411,gradual_sanctions_buildup
CP-SYN-007,2025-09-12,0.0311,0.235,0.029,0.2626,0.1164,gradual_sanctions_buildup
CP-SYN-007,2025-09-13,0.0652,0.2215,0.0951,0.2195,0.1334,gradual_sanctions_buildup
CP-SYN-007,2025-09-14,0.0489,0.237,0.1193,0.1727,0.1286,gradual_sanctions_buildup
CP-SYN-007,2025-09-15,0.0527,0.1287,0.1092,0.1673,0.1002,gradual_sanctions_buildup
CP-SYN-007,2025-09-16,0.0407,0.3431,0.1513,0.1925,0.1612,gradual_sanctions_buildup
CP-SYN-007,2025-09-17,0.0321,0.2081,0.1313,0.006,0.092,gradual_sanctions_buildup
CP-SYN-007,2025-09-18,0.0954,0.2783,0.1182,0.3478,0.1836,gradual_sanctions_buildup
CP-SYN-007,2025-09-19,0.0687,0.1499,0.113,0.2801,0.1296,gradual_sanctions_buildup
CP-SYN-007,2025-09-20,0.0178,0.1937,0.0773,0.2234,0.1045,gradual_sanctions_buildup
CP-SYN-007,2025-09-21,0.035,0.1999,0.0548,0.2641,0.1145,gradual_sanctions_buildup
CP-SYN-007,2025-09-22,0.0244,0.2598,0.077,0.4125,0.152,gradual_sanctions_buildup
CP-SYN-007,2025-09-23,0.0,0.1682,0.1683,0.0913,0.0894,gradual_sanctions_buildup
CP-SYN-007,2025-09-24,0.1035,0.1491,0.077,0.1142,0.1112,gradual_sanctions_buildup
CP-SYN-007,2025-09-25,0.0177,0.1656,0.1184,0.1525,0.095,gradual_sanctions_buildup
CP-SYN-007,2025-09-26,0.02,0.1696,0.0935,0.3185,0.1169,gradual_sanctions_buildup
CP-SYN-007,2025-09-27,0.0277,0.267,0.0611,0.1585,0.1138,gradual_sanctions_buildup
CP-SYN-007,2025-09-28,0.0587,0.2998,0.2184,0.2969,0.1866,gradual_sanctions_buildup
CP-SYN-007,2025-09-29,0.0361,0.2338,0.0999,0.2854,0.1357,gradual_sanctions_buildup
CP-SYN-007,2025-09-30,0.0157,0.2348,0.1431,0.303,0.1391,gradual_sanctions_buildup
CP-SYN-007,2025-10-01,0.0739,0.2428,0.0973,0.5256,0.1886,gradual_sanctions_buildup
CP-SYN-007,2025-10-02,0.0439,0.187,0.0911,0.4127,0.1444,gradual_sanctions_buildup
CP-SYN-007,2025-10-03,0.0945,0.2336,0.0987,0.4401,0.182,gradual_sanctions_buildup
CP-SYN-007,2025-10-04,0.1049,0.1731,0.1748,0.1264,0.1392,gradual_sanctions_buildup
CP-SYN-007,2025-10-05,0.0924,0.198,0.0435,0.3069,0.1412,gradual_sanctions_buildup
CP-SYN-007,2025-10-06,0.0853,0.1057,0.1049,0.2739,0.1226,gradual_sanctions_buildup
CP-SYN-007,2025-10-07,0.1126,0.2306,0.1466,0.434,0.1971,gradual_sanctions_buildup
CP-SYN-007,2025-10-08,0.061,0.1692,0.0154,0.3936,0.1288,gradual_sanctions_buildup
CP-SYN-007,2025-10-09,0.0901,0.2393,0.1209,0.3173,0.1677,gradual_sanctions_buildup
CP-SYN-007,2025-10-10,0.0,0.1374,0.1237,0.4296,0.1235,gradual_sanctions_buildup
CP-SYN-007,2025-10-11,0.1069,0.2159,0.1252,0.2289,0.1561,gradual_sanctions_buildup
CP-SYN-007,2025-10-12,0.0335,0.0318,0.0,0.1753,0.0476,gradual_sanctions_buildup
CP-SYN-007,2025-10-13,0.0,0.1805,0.0218,0.409,0.1108,gradual_sanctions_buildup
CP-SYN-007,2025-10-14,0.0447,0.1743,0.1268,0.1949,0.116,gradual_sanctions_buildup
CP-SYN-007,2025-10-15,0.0483,0.1668,0.0624,0.328,0.1227,gradual_sanctions_buildup
CP-SYN-007,2025-10-16,0.0613,0.29,0.1386,0.4467,0.1917,gradual_sanctions_buildup
CP-SYN-007,2025-10-17,0.0513,0.1945,0.0931,0.3919,0.1465,gradual_sanctions_buildup
CP-SYN-007,2025-10-18,0.0289,0.287,0.0786,0.178,0.1257,gradual_sanctions_buildup
CP-SYN-007,2025-10-19,0.0355,0.2092,0.1681,0.3871,0.1582,gradual_sanctions_buildup
CP-SYN-007,2025-10-20,0.0658,0.2984,0.1833,0.2636,0.1771,gradual_sanctions_buildup
CP-SYN-007,2025-10-21,0.0551,0.1456,0.0855,0.3292,0.1249,gradual_sanctions_buildup
CP-SYN-007,2025-10-22,0.0464,0.1406,0.1374,0.1776,0.1078,gradual_sanctions_buildup
CP-SYN-007,2025-10-23,0.0659,0.1698,0.101,0.2467,0.126,gradual_sanctions_buildup
CP-SYN-007,2025-10-24,0.0943,0.2412,0.112,0.3495,0.1728,gradual_sanctions_buildup
CP-SYN-007,2025-10-25,0.0414,0.2525,0.1392,0.492,0.1813,gradual_sanctions_buildup
CP-SYN-007,2025-10-26,0.0611,0.26,0.0873,0.2258,0.1408,gradual_sanctions_buildup
CP-SYN-007,2025-10-27,0.0106,0.2067,0.0583,0.4165,0.1301,gradual_sanctions_buildup
CP-SYN-007,2025-10-28,0.0097,0.2351,0.1067,0.2762,0.1254,gradual_sanctions_buildup
CP-SYN-007,2025-10-29,0.065,0.132,0.0666,0.2838,0.1149,gradual_sanctions_buildup
CP-SYN-007,2025-10-30,0.0418,0.1295,0.1333,0.1345,0.0959,gradual_sanctions_buildup
CP-SYN-007,2025-10-31,0.0623,0.3197,0.0059,0.2955,0.1504,gradual_sanctions_buildup
CP-SYN-007,2025-11-01,0.0536,0.1664,0.1057,0.2235,0.1177,gradual_sanctions_buildup
CP-SYN-007,2025-11-02,0.0426,0.2041,0.1549,0.3971,0.1586,gradual_sanctions_buildup
CP-SYN-007,2025-11-03,0.0564,0.2404,0.0588,0.2499,0.1319,gradual_sanctions_buildup
CP-SYN-007,2025-11-04,0.0212,0.274,0.176,0.3328,0.1621,gradual_sanctions_buildup
CP-SYN-007,2025-11-05,0.0084,0.0827,0.1522,0.3052,0.1003,gradual_sanctions_buildup
CP-SYN-007,2025-11-06,0.028,0.2996,0.1893,0.4302,0.1885,gradual_sanctions_buildup
CP-SYN-007,2025-11-07,0.0383,0.2842,0.1041,0.3193,0.1551,gradual_sanctions_buildup
CP-SYN-007,2025-11-08,0.062,0.1177,0.0525,0.2509,0.1024,gradual_sanctions_buildup
CP-SYN-007,2025-11-09,0.0041,0.2896,0.0992,0.3966,0.1534,gradual_sanctions_buildup
CP-SYN-007,2025-11-10,0.0263,0.3026,0.0588,0.5527,0.1808,gradual_sanctions_buildup
CP-SYN-007,2025-11-11,0.0866,0.1055,0.1483,0.2306,0.1252,gradual_sanctions_buildup
CP-SYN-007,2025-11-12,0.0045,0.2657,0.1485,0.2711,0.1386,gradual_sanctions_buildup
CP-SYN-007,2025-11-13,0.0854,0.2171,0.1922,0.2022,0.1572,gradual_sanctions_buildup
CP-SYN-007,2025-11-14,0.1201,0.1585,0.1426,0.5541,0.1993,gradual_sanctions_buildup
CP-SYN-007,2025-11-15,0.0502,0.1578,0.0367,0.5198,0.1448,gradual_sanctions_buildup
CP-SYN-007,2025-11-16,0.0754,0.1872,0.1089,0.1211,0.1169,gradual_sanctions_buildup
CP-SYN-007,2025-11-17,0.0326,0.2123,0.1282,0.3003,0.1368,gradual_sanctions_buildup
CP-SYN-007,2025-11-18,0.0688,0.1546,0.1321,0.3355,0.1429,gradual_sanctions_buildup
CP-SYN-007,2025-11-19,0.0538,0.2333,0.1025,0.4519,0.1681,gradual_sanctions_buildup
CP-SYN-007,2025-11-20,0.0664,0.1361,0.0545,0.313,0.1185,gradual_sanctions_buildup
CP-SYN-007,2025-11-21,0.0462,0.2222,0.0651,0.0904,0.1006,gradual_sanctions_buildup
CP-SYN-007,2025-11-22,0.0514,0.0685,0.077,0.1367,0.0735,gradual_sanctions_buildup
CP-SYN-007,2025-11-23,0.063,0.2238,0.1022,0.2466,0.1386,gradual_sanctions_buildup
CP-SYN-007,2025-11-24,0.0616,0.0309,0.1344,0.1534,0.0823,gradual_sanctions_buildup
CP-SYN-007,2025-11-25,0.0668,0.2365,0.1521,0.3504,0.1688,gradual_sanctions_buildup
CP-SYN-007,2025-11-26,0.0719,0.0939,0.1121,0.4348,0.1399,gradual_sanctions_buildup
CP-SYN-007,2025-11-27,0.077,0.1237,0.0502,0.4573,0.1404,gradual_sanctions_buildup
CP-SYN-007,2025-11-28,0.0822,0.1145,0.1619,0.2264,0.1278,gradual_sanctions_buildup
CP-SYN-007,2025-11-29,0.0873,0.2394,0.1129,0.4038,0.1779,gradual_sanctions_buildup
CP-SYN-007,2025-11-30,0.0924,0.2986,0.0634,0.3369,0.1748,gradual_sanctions_buildup
CP-SYN-007,2025-12-01,0.0976,0.2969,0.2231,0.3548,0.2111,gradual_sanctions_buildup
CP-SYN-007,2025-12-02,0.1027,0.2226,0.0609,0.1273,0.128,gradual_sanctions_buildup
CP-SYN-007,2025-12-03,0.1078,0.2073,0.091,0.2574,0.1518,gradual_sanctions_buildup
CP-SYN-007,2025-12-04,0.113,0.0902,0.1437,0.3067,0.1425,gradual_sanctions_buildup
CP-SYN-007,2025-12-05,0.1181,0.1644,0.0497,0.3324,0.1481,gradual_sanctions_buildup
CP-SYN-007,2025-12-06,0.1232,0.1798,0.1057,0.2158,0.1478,gradual_sanctions_buildup
CP-SYN-007,2025-12-07,0.1284,0.3133,0.0541,0.1908,0.1691,gradual_sanctions_buildup
CP-SYN-007,2025-12-08,0.1335,0.2238,0.0562,0.3149,0.1678,gradual_sanctions_buildup
CP-SYN-007,2025-12-09,0.1386,0.1834,0.1311,0.0259,0.1314,gradual_sanctions_buildup
CP-SYN-007,2025-12-10,0.1438,0.1844,0.087,0.2492,0.1584,gradual_sanctions_buildup
CP-SYN-007,2025-12-11,0.1489,0.3594,0.072,0.2644,0.2035,gradual_sanctions_buildup
CP-SYN-007,2025-12-12,0.1541,0.0809,0.0849,0.3088,0.1451,gradual_sanctions_buildup
CP-SYN-007,2025-12-13,0.1592,0.2399,0.067,0.3062,0.183,gradual_sanctions_buildup
CP-SYN-007,2025-12-14,0.1643,0.1219,0.0993,0.3907,0.1747,gradual_sanctions_buildup
CP-SYN-007,2025-12-15,0.1695,0.3418,0.0714,0.2833,0.21,gradual_sanctions_buildup
CP-SYN-007,2025-12-16,0.1746,0.2118,0.0735,0.4268,0.2015,gradual_sanctions_buildup
CP-SYN-007,2025-12-17,0.1797,0.1574,0.1798,0.3374,0.1978,gradual_sanctions_buildup
CP-SYN-007,2025-12-18,0.1849,0.2335,0.1667,0.3902,0.2242,gradual_sanctions_buildup
CP-SYN-007,2025-12-19,0.19,0.137,0.08,0.564,0.2109,gradual_sanctions_buildup
CP-SYN-007,2025-12-20,0.1951,0.1445,0.1434,0.1312,0.1625,gradual_sanctions_buildup
CP-SYN-007,2025-12-21,0.2003,0.1032,0.0843,0.3103,0.1693,gradual_sanctions_buildup
CP-SYN-007,2025-12-22,0.2054,0.2323,0.1705,0.2793,0.2162,gradual_sanctions_buildup
CP-SYN-007,2025-12-23,0.2105,0.147,0.1201,0.295,0.1892,gradual_sanctions_buildup
CP-SYN-007,2025-12-24,0.2157,0.1414,0.0908,0.31,0.1863,gradual_sanctions_buildup
CP-SYN-007,2025-12-25,0.2208,0.1811,0.093,0.1302,0.1717,gradual_sanctions_buildup
CP-SYN-007,2025-12-26,0.2259,0.1271,0.1243,0.3436,0.1985,gradual_sanctions_buildup
CP-SYN-007,2025-12-27,0.2311,0.2678,0.0973,0.2827,0.2213,gradual_sanctions_buildup
CP-SYN-007,2025-12-28,0.2362,0.3432,0.0995,0.3804,0.2572,gradual_sanctions_buildup
CP-SYN-007,2025-12-29,0.2414,0.1145,0.1016,0.1265,0.1644,gradual_sanctions_buildup
CP-SYN-007,2025-12-30,0.2465,0.3177,0.1038,0.166,0.2237,gradual_sanctions_buildup
CP-SYN-007,2025-12-31,0.2516,0.1425,0.1059,0.3107,0.2041,gradual_sanctions_buildup
CP-SYN-007,2026-01-01,0.2568,0.2216,0.1081,0.4344,0.2449,gradual_sanctions_buildup
CP-SYN-007,2026-01-02,0.2619,0.1894,0.1103,0.3188,0.222,gradual_sanctions_buildup
CP-SYN-007,2026-01-03,0.267,0.2259,0.1124,0.4534,0.2538,gradual_sanctions_buildup
CP-SYN-007,2026-01-04,0.2722,0.1057,0.1146,0.2331,0.1932,gradual_sanctions_buildup
CP-SYN-007,2026-01-05,0.2773,0.3184,0.1455,0.3072,0.2657,gradual_sanctions_buildup
CP-SYN-007,2026-01-06,0.2824,0.2713,0.1189,0.339,0.2554,gradual_sanctions_buildup
CP-SYN-007,2026-01-07,0.2876,0.32,0.1211,0.232,0.254,gradual_sanctions_buildup
CP-SYN-007,2026-01-08,0.2927,0.2315,0.1692,0.2715,0.2495,gradual_sanctions_buildup
CP-SYN-007,2026-01-09,0.2978,0.1723,0.1382,0.5793,0.2767,gradual_sanctions_buildup
CP-SYN-007,2026-01-10,0.303,0.2487,0.1276,0.4374,0.2745,gradual_sanctions_buildup
CP-SYN-007,2026-01-11,0.3081,0.2207,0.1297,0.3806,0.2615,gradual_sanctions_buildup
CP-SYN-007,2026-01-12,0.3132,0.3104,0.2332,0.3395,0.3005,gradual_sanctions_buildup
CP-SYN-007,2026-01-13,0.3184,0.1677,0.1341,0.5244,0.2748,gradual_sanctions_buildup
CP-SYN-007,2026-01-14,0.3235,0.2805,0.1362,0.2634,0.2663,gradual_sanctions_buildup
CP-SYN-007,2026-01-15,0.3286,0.4441,0.1384,0.273,0.3111,gradual_sanctions_buildup
CP-SYN-007,2026-01-16,0.3338,0.3167,0.1405,0.1992,0.2707,gradual_sanctions_buildup
CP-SYN-007,2026-01-17,0.3389,0.2726,0.1427,0.3665,0.2872,gradual_sanctions_buildup
CP-SYN-007,2026-01-18,0.3441,0.2689,0.1819,0.4281,0.3054,gradual_sanctions_buildup
CP-SYN-007,2026-01-19,0.3492,0.1665,0.147,0.4128,0.2726,gradual_sanctions_buildup
CP-SYN-007,2026-01-20,0.3543,0.2993,0.1492,0.3036,0.2919,gradual_sanctions_buildup
CP-SYN-007,2026-01-21,0.3595,0.1224,0.1514,0.2712,0.2453,gradual_sanctions_buildup
CP-SYN-007,2026-01-22,0.3646,0.2958,0.1535,0.3965,0.31,gradual_sanctions_buildup
CP-SYN-007,2026-01-23,0.3697,0.3541,0.1557,0.3974,0.3271,gradual_sanctions_buildup
CP-SYN-007,2026-01-24,0.3749,0.1868,0.1578,0.195,0.2575,gradual_sanctions_buildup
CP-SYN-007,2026-01-25,0.38,0.2851,0.1676,0.2991,0.3017,gradual_sanctions_buildup
CP-SYN-007,2026-01-26,0.3851,0.0082,0.1622,0.3676,0.2437,gradual_sanctions_buildup
CP-SYN-007,2026-01-27,0.3903,0.1619,0.1643,0.352,0.2822,gradual_sanctions_buildup
CP-SYN-007,2026-01-28,0.3954,0.0343,0.1665,0.1956,0.2294,gradual_sanctions_buildup
CP-SYN-007,2026-01-29,0.4005,0.082,0.1686,0.3815,0.2717,gradual_sanctions_buildup
CP-SYN-007,2026-01-30,0.4057,0.1648,0.2041,0.2132,0.2763,gradual_sanctions_buildup
CP-SYN-007,2026-01-31,0.4108,0.2598,0.173,0.2581,0.3026,gradual_sanctions_buildup
CP-SYN-007,2026-02-01,0.4159,0.2145,0.1751,0.1172,0.2726,gradual_sanctions_buildup
CP-SYN-007,2026-02-02,0.4211,0.0,0.1773,0.2999,0.2489,gradual_sanctions_buildup
CP-SYN-007,2026-02-03,0.4262,0.1564,0.1795,0.2717,0.2862,gradual_sanctions_buildup
CP-SYN-007,2026-02-04,0.4314,0.2482,0.1816,0.3011,0.3161,gradual_sanctions_buildup
CP-SYN-007,2026-02-05,0.4365,0.056,0.1995,0.2944,0.2726,gradual_sanctions_buildup
CP-SYN-007,2026-02-06,0.4416,0.2356,0.1859,0.4583,0.3415,gradual_sanctions_buildup
CP-SYN-007,2026-02-07,0.4468,0.2954,0.1881,0.2013,0.3204,gradual_sanctions_buildup
CP-SYN-007,2026-02-08,0.4519,0.2136,0.1903,0.2177,0.3049,gradual_sanctions_buildup
CP-SYN-007,2026-02-09,0.457,0.2886,0.1924,0.2056,0.3243,gradual_sanctions_buildup
CP-SYN-007,2026-02-10,0.4622,0.1063,0.1946,0.2146,0.2825,gradual_sanctions_buildup
CP-SYN-007,2026-02-11,0.4673,0.2316,0.1968,0.4862,0.3571,gradual_sanctions_buildup
CP-SYN-007,2026-02-12,0.4724,0.1611,0.1989,0.3901,0.3275,gradual_sanctions_buildup
CP-SYN-007,2026-02-13,0.4776,0.3494,0.2011,0.2341,0.3537,gradual_sanctions_buildup
CP-SYN-007,2026-02-14,0.4827,0.2657,0.2032,0.3961,0.3596,gradual_sanctions_buildup
CP-SYN-007,2026-02-15,0.4878,0.2032,0.2054,0.3835,0.3445,gradual_sanctions_buildup
CP-SYN-007,2026-02-16,0.493,0.248,0.2076,0.1768,0.3272,gradual_sanctions_buildup
CP-SYN-007,2026-02-17,0.4981,0.1243,0.2097,0.3661,0.3272,gradual_sanctions_buildup
CP-SYN-007,2026-02-18,0.5032,0.2757,0.2119,0.363,0.3671,gradual_sanctions_buildup
CP-SYN-007,2026-02-19,0.5084,0.184,0.2141,0.2153,0.3245,gradual_sanctions_buildup
CP-SYN-007,2026-02-20,0.5135,0.2247,0.2162,0.146,0.3267,gradual_sanctions_buildup
CP-SYN-007,2026-02-21,0.5186,0.253,0.2184,0.3946,0.3736,gradual_sanctions_buildup
CP-SYN-007,2026-02-22,0.5238,0.2097,0.2205,0.4252,0.3698,gradual_sanctions_buildup
CP-SYN-007,2026-02-23,0.5289,0.3276,0.2227,0.0,0.338,gradual_sanctions_buildup
CP-SYN-007,2026-02-24,0.5341,0.2619,0.2249,0.3806,0.3812,gradual_sanctions_buildup
CP-SYN-007,2026-02-25,0.5392,0.33,0.227,0.3891,0.4019,gradual_sanctions_buildup
CP-SYN-007,2026-02-26,0.5443,0.131,0.2292,0.4066,0.3573,gradual_sanctions_buildup
CP-SYN-007,2026-02-27,0.5495,0.3522,0.2314,0.3216,0.4024,gradual_sanctions_buildup
CP-SYN-007,2026-02-28,0.5546,0.2576,0.2335,0.3797,0.3899,gradual_sanctions_buildup
CP-SYN-007,2026-03-01,0.5597,0.061,0.2357,0.224,0.3199,gradual_sanctions_buildup
CP-SYN-007,2026-03-02,0.5649,0.2447,0.2378,0.1937,0.3637,gradual_sanctions_buildup
CP-SYN-007,2026-03-03,0.57,0.0847,0.24,0.2891,0.3405,gradual_sanctions_buildup
CP-SYN-007,2026-03-04,0.5751,0.313,0.2422,0.3272,0.4058,gradual_sanctions_buildup
CP-SYN-007,2026-03-05,0.5803,0.2262,0.2443,0.2594,0.3764,gradual_sanctions_buildup
CP-SYN-007,2026-03-06,0.5854,0.0378,0.2465,0.2937,0.337,gradual_sanctions_buildup
CP-SYN-007,2026-03-07,0.5905,0.1754,0.2486,0.4639,0.3994,gradual_sanctions_buildup
CP-SYN-007,2026-03-08,0.5957,0.0922,0.2508,0.4529,0.3794,gradual_sanctions_buildup
CP-SYN-007,2026-03-09,0.6008,0.2062,0.253,0.2198,0.3754,gradual_sanctions_buildup
CP-SYN-007,2026-03-10,0.6059,0.2282,0.2551,0.2683,0.3907,gradual_sanctions_buildup
CP-SYN-007,2026-03-11,0.6111,0.1444,0.2573,0.3268,0.381,gradual_sanctions_buildup
CP-SYN-007,2026-03-12,0.6162,0.1459,0.2595,0.3276,0.384,gradual_sanctions_buildup
CP-SYN-007,2026-03-13,0.6214,0.1313,0.2616,0.2507,0.3713,gradual_sanctions_buildup
CP-SYN-007,2026-03-14,0.6265,0.2223,0.2638,0.4183,0.4217,gradual_sanctions_buildup
CP-SYN-007,2026-03-15,0.6316,0.2902,0.2659,0.2443,0.415,gradual_sanctions_buildup
CP-SYN-007,2026-03-16,0.6368,0.1702,0.2681,0.1866,0.3789,gradual_sanctions_buildup
CP-SYN-007,2026-03-17,0.6419,0.3362,0.2703,0.2273,0.429,gradual_sanctions_buildup
CP-SYN-007,2026-03-18,0.647,0.2004,0.2724,0.2307,0.398,gradual_sanctions_buildup
CP-SYN-007,2026-03-19,0.6522,0.2852,0.2746,0.2781,0.4288,gradual_sanctions_buildup
CP-SYN-007,2026-03-20,0.6573,0.353,0.2768,0.3802,0.4636,gradual_sanctions_buildup
CP-SYN-007,2026-03-21,0.6624,0.1742,0.2789,0.4012,0.4245,gradual_sanctions_buildup
CP-SYN-007,2026-03-22,0.6676,0.169,0.2811,0.5455,0.4473,gradual_sanctions_buildup
CP-SYN-007,2026-03-23,0.6727,0.2088,0.2832,0.3426,0.4293,gradual_sanctions_buildup
CP-SYN-007,2026-03-24,0.6778,0.3716,0.2854,0.3498,0.4736,gradual_sanctions_buildup
CP-SYN-007,2026-03-25,0.683,0.1878,0.2876,0.1331,0.3976,gradual_sanctions_buildup
CP-SYN-007,2026-03-26,0.6881,0.2919,0.2897,0.4112,0.4679,gradual_sanctions_buildup
CP-SYN-007,2026-03-27,0.6932,0.2407,0.2919,0.2174,0.4285,gradual_sanctions_buildup
CP-SYN-007,2026-03-28,0.6984,0.2385,0.2941,0.1254,0.4166,gradual_sanctions_buildup
CP-SYN-007,2026-03-29,0.7035,0.1121,0.2962,0.5091,0.4451,gradual_sanctions_buildup
CP-SYN-007,2026-03-30,0.7086,0.1862,0.2984,0.1312,0.4094,gradual_sanctions_buildup
CP-SYN-007,2026-03-31,0.7138,0.3846,0.3005,0.3345,0.4919,gradual_sanctions_buildup
CP-SYN-007,2026-04-01,0.7189,0.2423,0.3027,0.3808,0.4658,gradual_sanctions_buildup
CP-SYN-007,2026-04-02,0.7241,0.1126,0.3049,0.3452,0.4305,gradual_sanctions_buildup
CP-SYN-007,2026-04-03,0.7292,0.2675,0.307,0.4492,0.4873,gradual_sanctions_buildup
CP-SYN-007,2026-04-04,0.7343,0.3151,0.3092,0.2733,0.4753,gradual_sanctions_buildup
CP-SYN-007,2026-04-05,0.7395,0.2152,0.3114,0.4535,0.4799,gradual_sanctions_buildup
CP-SYN-007,2026-04-06,0.7446,0.2743,0.3135,0.4592,0.498,gradual_sanctions_buildup
CP-SYN-007,2026-04-07,0.7497,0.2911,0.3157,0.3661,0.4907,gradual_sanctions_buildup
CP-SYN-007,2026-04-08,0.7549,0.1971,0.3178,0.3464,0.4667,gradual_sanctions_buildup
CP-SYN-007,2026-04-09,0.76,0.2814,0.32,0.1892,0.4667,gradual_sanctions_buildup
CP-SYN-007,2026-04-10,0.7651,0.1956,0.3222,0.1715,0.4451,gradual_sanctions_buildup
CP-SYN-007,2026-04-11,0.7703,0.1499,0.3243,0.4342,0.4756,gradual_sanctions_buildup
CP-SYN-007,2026-04-12,0.7754,0.2262,0.3265,0.2382,0.4677,gradual_sanctions_buildup
CP-SYN-007,2026-04-13,0.7805,0.3327,0.3286,0.3345,0.5113,gradual_sanctions_buildup
CP-SYN-007,2026-04-14,0.7857,0.1291,0.3308,0.1979,0.4424,gradual_sanctions_buildup
CP-SYN-007,2026-04-15,0.7908,0.2373,0.333,0.3637,0.4968,gradual_sanctions_buildup
CP-SYN-007,2026-04-16,0.7959,0.2315,0.3351,0.2251,0.4771,gradual_sanctions_buildup
CP-SYN-007,2026-04-17,0.8011,0.2982,0.3373,0.3203,0.5105,gradual_sanctions_buildup
CP-SYN-007,2026-04-18,0.8062,0.1703,0.3395,0.1463,0.4549,gradual_sanctions_buildup
CP-SYN-007,2026-04-19,0.8114,0.3443,0.3416,0.239,0.5148,gradual_sanctions_buildup
CP-SYN-007,2026-04-20,0.8165,0.1661,0.3438,0.322,0.4852,gradual_sanctions_buildup
CP-SYN-007,2026-04-21,0.8216,0.3044,0.3459,0.2264,0.5079,gradual_sanctions_buildup
CP-SYN-007,2026-04-22,0.8268,0.1827,0.3481,0.37,0.5015,gradual_sanctions_buildup
CP-SYN-007,2026-04-23,0.8319,0.256,0.3503,0.3364,0.5173,gradual_sanctions_buildup
CP-SYN-007,2026-04-24,0.837,0.1502,0.3524,0.3109,0.4895,gradual_sanctions_buildup
CP-SYN-007,2026-04-25,0.8422,0.219,0.3546,0.1314,0.4822,gradual_sanctions_buildup
CP-SYN-007,2026-04-26,0.8473,0.2053,0.3568,0.1783,0.4883,gradual_sanctions_buildup
CP-SYN-007,2026-04-27,0.8524,0.1137,0.3589,0.1791,0.468,gradual_sanctions_buildup
CP-SYN-007,2026-04-28,0.8576,0.0523,0.3611,0.4184,0.4911,gradual_sanctions_buildup
CP-SYN-007,2026-04-29,0.8627,0.0394,0.3632,0.1293,0.447,gradual_sanctions_buildup
CP-SYN-007,2026-04-30,0.8678,0.2271,0.3654,0.3621,0.5313,gradual_sanctions_buildup
CP-SYN-007,2026-05-01,0.873,0.0843,0.3676,0.364,0.4984,gradual_sanctions_buildup
CP-SYN-007,2026-05-02,0.8781,0.2828,0.3697,0.1267,0.5149,gradual_sanctions_buildup
CP-SYN-007,2026-05-03,0.8832,0.2069,0.3719,0.2949,0.5236,gradual_sanctions_buildup
CP-SYN-007,2026-05-04,0.8884,0.1862,0.3741,0.4043,0.5374,gradual_sanctions_buildup
CP-SYN-007,2026-05-05,0.8935,0.2567,0.3762,0.2209,0.53,gradual_sanctions_buildup
CP-SYN-007,2026-05-06,0.8986,0.2311,0.3784,0.1703,0.5184,gradual_sanctions_buildup
CP-SYN-007,2026-05-07,0.9038,0.3305,0.3805,0.2574,0.5588,gradual_sanctions_buildup
CP-SYN-007,2026-05-08,0.9089,0.1462,0.3827,0.321,0.5248,gradual_sanctions_buildup
CP-SYN-007,2026-05-09,0.9141,0.1077,0.3849,0.1775,0.4962,gradual_sanctions_buildup
CP-SYN-007,2026-05-10,0.9192,0.18,0.387,0.3663,0.545,gradual_sanctions_buildup
CP-SYN-007,2026-05-11,0.9243,0.2657,0.3892,0.3364,0.5645,gradual_sanctions_buildup
CP-SYN-007,2026-05-12,0.9295,0.1782,0.3914,0.3429,0.546,gradual_sanctions_buildup
CP-SYN-007,2026-05-13,0.9346,0.1489,0.3935,0.2163,0.5222,gradual_sanctions_buildup
CP-SYN-007,2026-05-14,0.9397,0.2455,0.3957,0.2023,0.5468,gradual_sanctions_buildup
CP-SYN-007,2026-05-15,0.9449,0.2265,0.3978,0.3941,0.5732,gradual_sanctions_buildup
CP-SYN-008,2025-05-16,0.0552,0.1675,0.1501,0.4971,0.1686,baseline
CP-SYN-008,2025-05-17,0.0476,0.1598,0.1011,0.2494,0.1166,baseline
CP-SYN-008,2025-05-18,0.0092,0.2075,0.0999,0.2127,0.1074,baseline
CP-SYN-008,2025-05-19,0.0815,0.4164,0.1145,0.2101,0.1911,baseline
CP-SYN-008,2025-05-20,0.0495,0.239,0.0942,0.3032,0.1439,baseline
CP-SYN-008,2025-05-21,0.06,0.1236,0.1293,0.227,0.1148,baseline
CP-SYN-008,2025-05-22,0.1038,0.1491,0.0112,0.378,0.1377,baseline
CP-SYN-008,2025-05-23,0.0121,0.5064,0.1619,0.3727,0.2197,baseline
CP-SYN-008,2025-05-24,0.0239,0.2577,0.1382,0.2759,0.143,baseline
CP-SYN-008,2025-05-25,0.0341,0.1435,0.124,0.3585,0.1281,baseline
CP-SYN-008,2025-05-26,0.0356,0.1835,0.143,0.4279,0.1529,baseline
